SaleID,CustomerID,ProductID,Quantity,SaleDate,TotalAmount,SellerID
5106,2771,2034,4,2024-05-21,4880,3096
5107,2963,2063,3,2024-04-09,2493,3054
5108,2808,2004,2,2024-07-15,2474,3095
5109,1611,2028,3,2024-08-02,1224,3086
5110,1329,2083,3,2024-04-18,5028,3005
5111,1547,2001,3,2024-04-29,5016,3095
5112,1339,2036,2,2024-03-19,2758,3079
5113,2195,2013,2,2024-05-13,278,3062
5114,2134,2005,4,2024-06-09,5336,3017
5115,1994,2097,4,2024-07-01,3324,3053
5116,1807,2014,1,2024-01-19,769,3037
5117,2034,2080,2,2024-05-06,2190,3019
5118,2226,2032,1,2024-07-23,1126,3010
5119,2940,2050,2,2024-01-29,2852,3044
5120,2281,2027,3,2024-07-07,4653,3098
5121,2286,2035,1,2024-07-16,1953,3049
5122,1693,2003,1,2024-07-25,1095,3089
5123,1430,2004,1,2024-07-26,1560,3037
5124,2531,2007,2,2024-01-24,3344,3058
5125,2090,2077,4,2024-05-30,4572,3092
5126,1806,2003,1,2024-08-27,1884,3015
5127,2697,2081,4,2024-01-10,2944,3020
5128,2603,2059,2,2024-06-30,3326,3055
5129,1612,2074,1,2024-04-14,1522,3013
5130,2613,2001,2,2024-06-17,1592,3020
5131,1035,2028,4,2024-06-25,2208,3043
5132,2999,2059,4,2024-05-24,3272,3095
5133,1557,2053,1,2024-07-02,1121,3082
5134,2686,2010,4,2024-08-23,6492,3041
5135,1491,2071,3,2024-06-21,3660,3048
5136,2604,2003,3,2024-06-06,3873,3056
5137,1254,2007,1,2024-06-20,1088,3092
5138,1017,2009,2,2024-08-25,488,3068
5139,1261,2099,2,2024-07-20,776,3088
5140,2749,2090,2,2024-02-24,2660,3044
5141,2849,2069,3,2024-05-26,3120,3073
5142,2280,2013,4,2024-06-05,5704,3047
5143,1728,2094,3,2024-01-02,3450,3050
5144,2887,2040,4,2024-06-12,856,3032
5145,2448,2062,3,2024-05-26,1968,3096
5146,1501,2062,2,2024-05-14,3278,3054
5147,2016,2010,2,2024-06-02,2758,3039
5148,1286,2087,2,2024-07-25,1060,3085
5149,2962,2011,1,2024-04-20,408,3058
5150,1007,2076,1,2024-02-07,1936,3061
5151,2521,2062,4,2024-05-10,3080,3091
5152,2916,2077,1,2024-04-11,1038,3100
5153,2223,2056,3,2024-07-26,5652,3072
5154,2627,2049,3,2024-07-12,5661,3083
5155,1659,2016,4,2024-04-04,4484,3093
5156,1937,2073,4,2024-04-01,5516,3019
5157,2442,2074,2,2024-03-11,2286,3069
5158,2686,2093,1,2024-08-09,736,3022
5159,1052,2009,2,2024-06-19,2394,3035
5160,1243,2033,1,2024-07-08,308,3010
5161,2243,2088,1,2024-07-17,1334,3015
5162,1518,2035,4,2024-08-15,768,3002
5163,1970,2075,2,2024-08-08,3044,3022
5164,1109,2039,2,2024-01-24,1070,3099
5165,2375,2077,1,2024-06-15,1150,3083
5166,1921,2087,1,2024-03-08,1032,3012
5167,1066,2025,4,2024-05-07,1904,3098
5168,2034,2080,3,2024-04-02,4653,3062
5169,1202,2056,2,2024-02-13,3868,3045
5170,2818,2048,2,2024-05-12,2242,3058
5171,1901,2085,4,2024-02-24,5944,3020
5172,1214,2010,4,2024-08-08,6240,3051
5173,1068,2041,2,2024-06-06,1592,3007
5174,1759,2083,2,2024-01-29,2252,3024
5175,1866,2099,1,2024-06-02,1805,3067
5176,1327,2059,3,2024-07-29,1968,3070
5177,2074,2028,2,2024-06-02,2080,3097
5178,2041,2041,4,2024-02-06,7672,3053
5179,1523,2066,1,2024-08-06,379,3034
5180,2845,2051,1,2024-08-09,388,3033
5181,2330,2062,4,2024-04-24,856,3093
5182,2416,2030,4,2024-06-29,3508,3023
5183,1988,2040,1,2024-06-06,899,3058
5184,2148,2040,4,2024-01-03,4160,3068
5185,2004,2069,1,2024-05-01,1121,3069
5186,1504,2062,4,2024-02-12,6112,3098
5187,2249,2015,1,2024-01-07,1623,3080
5188,1756,2100,2,2024-05-04,1662,3040
5189,2342,2003,2,2024-02-18,1636,3047
5190,1473,2024,4,2024-04-30,3796,3043
5191,2868,2041,3,2024-03-13,2697,3061
5192,2915,2063,2,2024-02-10,306,3042
5193,1858,2048,1,2024-04-15,1774,3062
5194,1541,2061,3,2024-03-17,1224,3067
5195,2382,2048,1,2024-07-25,744,3055
5196,2507,2047,1,2024-06-30,722,3049
5197,1869,2056,2,2024-05-06,998,3049
5198,1878,2076,4,2024-07-15,5336,3078
5199,1940,2008,4,2024-08-08,4880,3033
5200,1877,2078,1,2024-08-14,535,3028
5201,2453,2018,2,2024-03-31,3548,3057
5202,1797,2084,1,2024-06-03,796,3041
5203,2521,2023,3,2024-01-08,2367,3079
5204,1472,2069,1,2024-02-01,871,3004
5205,2595,2065,2,2024-07-30,3326,3020
5206,2679,2046,1,2024-03-04,1352,3089
5207,1838,2066,2,2024-05-17,1592,3035
5208,2888,2080,4,2024-01-13,556,3053
5209,2324,2069,2,2024-07-09,3120,3039
5210,2762,2022,3,2024-04-02,1392,3053
5211,2700,2065,2,2024-06-11,424,3086
5212,1084,2012,3,2024-03-01,3711,3099
5213,1377,2019,3,2024-06-30,1803,3092
5214,2337,2022,1,2024-01-08,1204,3010
5215,2653,2055,3,2024-01-29,576,3080
5216,2344,2062,2,2024-04-04,3868,3087
5217,1204,2051,4,2024-02-10,5408,3083
5218,2379,2048,2,2024-06-06,1182,3065
5219,2009,2017,4,2024-08-01,5516,3001
5220,2318,2013,3,2024-05-28,1656,3053
5221,1504,2028,1,2024-07-22,153,3046
5222,2169,2067,3,2024-01-11,642,3026
5223,1539,2005,3,2024-01-02,4278,3098
5224,1017,2100,4,2024-06-26,4128,3002
5225,1575,2060,2,2024-06-17,1092,3028
5226,2803,2015,1,2024-07-12,133,3084
5227,1576,2081,1,2024-08-13,636,3027
5228,2015,2044,1,2024-05-10,722,3028
5229,2063,2046,1,2024-03-20,535,3031
5230,1130,2029,2,2024-06-27,3762,3047
5231,1115,2068,1,2024-07-14,68,3007
5232,2474,2096,4,2024-03-27,4484,3072
5233,1950,2049,4,2024-07-30,4484,3096
5234,2949,2043,1,2024-06-01,949,3075
5235,2069,2068,1,2024-06-06,1088,3048
5236,1216,2077,2,2024-07-28,2394,3026
5237,2624,2020,2,2024-04-15,1060,3055
5238,1848,2018,1,2024-05-18,1915,3089
5239,2439,2064,2,2024-08-08,1060,3007
5240,1689,2049,3,2024-01-17,2388,3084
5241,2003,2042,1,2024-06-02,1438,3057
5242,1265,2012,2,2024-01-23,2080,3058
5243,2947,2089,4,2024-07-02,4788,3094
5244,2464,2094,1,2024-06-28,1561,3001
5245,1617,2079,1,2024-02-17,203,3082
5246,2405,2036,4,2024-01-20,1088,3072
5247,2870,2008,4,2024-08-24,5516,3029
5248,1301,2028,2,2024-01-02,2610,3022
5249,1985,2086,4,2024-03-28,532,3096
5250,2195,2060,3,2024-01-31,1428,3040
5251,2644,2049,1,2024-06-03,566,3062
5252,1406,2038,3,2024-05-09,5754,3014
5253,2379,2080,2,2024-03-18,3044,3002
5254,1161,2058,4,2024-01-04,856,3035
5255,2819,2005,1,2024-05-20,1389,3071
5256,2576,2046,4,2024-08-15,1996,3067
5257,1026,2098,4,2024-06-11,5516,3079
5258,1083,2075,2,2024-08-23,2394,3098
5259,1173,2002,2,2024-05-07,3056,3022
5260,1999,2089,2,2024-07-18,3592,3018
5261,2709,2025,2,2024-07-12,3762,3046
5262,1794,2001,1,2024-05-13,499,3082
5263,2094,2095,3,2024-01-31,3690,3063
5264,1835,2069,3,2024-05-17,2613,3098
5265,1006,2040,1,2024-08-23,1032,3036
5266,1796,2068,4,2024-01-21,3156,3046
5267,2219,2069,1,2024-08-21,1561,3037
5268,1525,2069,3,2024-07-20,2814,3018
5269,1063,2016,3,2024-01-23,5745,3043
5270,2037,2054,1,2024-05-10,796,3029
5271,1761,2063,2,2024-06-08,2668,3076
5272,1205,2018,4,2024-05-27,5220,3018
5273,1897,2017,1,2024-07-20,308,3095
5274,2789,2099,3,2024-01-29,5373,3015
5275,1040,2082,2,2024-04-14,3278,3059
5276,2189,2004,4,2024-02-21,3484,3094
5277,2055,2095,3,2024-04-24,2166,3100
5278,2553,2095,4,2024-06-22,4600,3028
5279,2673,2009,2,2024-06-10,2876,3053
5280,1877,2031,3,2024-04-10,1656,3015
5281,2856,2005,2,2024-03-24,952,3043
5282,1825,2100,1,2024-03-01,534,3033
5283,1909,2016,1,2024-05-04,1438,3002
5284,2701,2042,4,2024-07-18,7736,3059
5285,1398,2041,2,2024-03-11,1898,3008
5286,2483,2080,2,2024-03-10,3830,3033
5287,2817,2084,4,2024-05-18,4328,3035
5288,2247,2030,4,2024-04-17,5944,3018
5289,1634,2026,4,2024-07-28,7536,3090
5290,2102,2049,1,2024-08-21,1334,3021
5291,2849,2031,4,2024-08-08,2544,3064
5292,1839,2050,1,2024-08-04,899,3028
5293,1600,2015,4,2024-07-09,4816,3084
5294,1625,2052,2,2024-01-21,2778,3045
5295,2636,2038,2,2024-08-25,2190,3020
5296,2962,2038,4,2024-05-10,6088,3004
5297,1938,2060,4,2024-03-22,3272,3036
5298,2839,2020,1,2024-03-28,1197,3098
5299,1884,2099,3,2024-04-20,3114,3077
5300,2452,2087,1,2024-08-17,1100,3095
5301,1425,2044,2,2024-01-10,2440,3052
5302,1387,2089,4,2024-06-03,5556,3039
5303,2263,2063,2,2024-01-12,2778,3071
5304,2004,2050,3,2024-01-07,3711,3081
5305,1858,2022,1,2024-05-24,938,3012
5306,1623,2072,2,2024-07-11,2460,3055
5307,1090,2054,1,2024-07-10,949,3094
5308,1385,2009,4,2024-04-23,1364,3048
5309,2999,2015,2,2024-01-26,2610,3098
5310,2163,2048,3,2024-01-15,2697,3086
5311,1997,2020,1,2024-02-02,214,3085
5312,1647,2035,1,2024-03-02,1805,3009
5313,2548,2067,3,2024-08-16,2367,3012
5314,2268,2060,2,2024-02-16,1182,3081
5315,2529,2098,2,2024-04-04,1798,3080
5316,1422,2034,1,2024-02-04,1486,3069
5317,2206,2100,3,2024-07-11,5016,3083
5318,2219,2099,1,2024-07-18,938,3057
5319,1874,2073,1,2024-03-16,1230,3028
5320,2658,2094,4,2024-05-02,976,3017
5321,1053,2054,2,2024-03-23,3102,3022
5322,1986,2090,2,2024-01-25,1060,3035
5323,2014,2012,4,2024-02-26,4600,3059
5324,2952,2088,2,2024-02-01,3044,3079
5325,2892,2019,2,2024-03-03,3050,3019
5326,1685,2080,2,2024-01-12,266,3050
5327,1179,2026,3,2024-03-03,3096,3026
5328,1293,2023,4,2024-03-17,1552,3060
5329,1375,2033,1,2024-04-01,552,3044
5330,2083,2057,3,2024-01-01,1656,3056
5331,2078,2030,1,2024-06-27,139,3099
5332,2938,2023,4,2024-03-10,1552,3043
5333,2793,2074,4,2024-05-15,5336,3023
5334,2269,2036,4,2024-07-14,6704,3074
5335,2173,2095,2,2024-05-12,3592,3022
5336,1796,2086,3,2024-08-04,3285,3047
5337,2392,2043,4,2024-03-26,5704,3055
5338,1016,2066,1,2024-08-07,203,3011
5339,1176,2053,2,2024-02-08,3582,3055
5340,2564,2087,2,2024-01-23,758,3026
5341,2430,2099,3,2024-03-08,1968,3001
5342,2491,2060,3,2024-06-28,3450,3100
5343,2904,2037,3,2024-01-04,5802,3062
5344,1129,2061,2,2024-05-05,2300,3021
5345,2247,2096,4,2024-06-23,4600,3008
5346,1884,2053,1,2024-01-21,722,3020
5347,2268,2012,4,2024-08-16,1516,3045
5348,1426,2035,1,2024-07-02,736,3081
5349,1354,2067,4,2024-04-14,2208,3079
5350,1750,2098,3,2024-03-06,4056,3085
5351,1744,2038,1,2024-07-05,831,3065
5352,2350,2024,2,2024-01-07,3872,3060
5353,2628,2081,1,2024-02-18,673,3067
5354,2027,2040,2,2024-01-16,2876,3095
5355,1479,2065,4,2024-05-24,7744,3056
5356,1976,2057,3,2024-03-24,3285,3031
5357,2105,2072,1,2024-03-27,1884,3085
5358,1044,2079,2,2024-04-07,1876,3087
5359,1155,2045,4,2024-03-15,5336,3081
5360,1947,2089,3,2024-02-03,4584,3022
5361,2560,2072,3,2024-06-09,5808,3062
5362,2940,2096,3,2024-01-26,5808,3056
5363,1928,2013,4,2024-03-06,2364,3086
5364,1099,2079,4,2024-05-04,3080,3100
5365,2421,2006,4,2024-03-03,1364,3072
5366,2904,2097,3,2024-03-27,3711,3008
5367,1171,2071,1,2024-02-10,1887,3062
5368,1148,2097,2,2024-08-01,2286,3078
5369,1123,2047,4,2024-07-04,2544,3024
5370,1112,2093,1,2024-04-07,388,3022
5371,2023,2044,2,2024-05-03,3326,3015
5372,2012,2032,3,2024-03-19,732,3084
5373,2154,2003,1,2024-01-10,546,3091
5374,1068,2054,3,2024-01-15,4056,3028
5375,2883,2084,2,2024-02-11,2394,3022
5376,1828,2078,4,2024-04-02,812,3031
5377,2753,2092,3,2024-07-03,2028,3073
5378,2924,2038,1,2024-08-02,244,3062
5379,1892,2004,4,2024-01-17,812,3087
5380,2632,2079,1,2024-07-06,192,3069
5381,2681,2017,2,2024-01-09,1742,3039
5382,2921,2037,2,2024-04-23,758,3081
5383,2569,2088,4,2024-02-05,2208,3040
5384,2310,2036,1,2024-07-19,1884,3069
5385,2029,2058,1,2024-07-26,818,3055
5386,2142,2041,1,2024-02-05,1040,3071
5387,2676,2008,1,2024-02-17,1887,3064
5388,1230,2067,2,2024-02-20,2660,3008
5389,1160,2030,1,2024-04-06,535,3071
5390,2318,2086,2,2024-04-28,1352,3086
5391,2785,2052,1,2024-04-04,1150,3044
5392,2809,2097,1,2024-03-10,1805,3038
5393,1186,2025,3,2024-03-14,5661,3021
5394,2014,2052,3,2024-03-20,3429,3004
5395,1877,2059,1,2024-03-08,636,3032
5396,1552,2030,2,2024-05-29,2176,3055
5397,2248,2067,1,2024-03-17,1595,3093
5398,2176,2004,3,2024-07-26,417,3060
5399,2164,2093,1,2024-04-25,379,3059
5400,2391,2057,3,2024-08-08,3300,3094
5401,2152,2063,1,2024-01-06,133,3067
5402,2375,2032,4,2024-06-02,3752,3005
5403,1147,2087,1,2024-03-15,1918,3083
5404,2309,2083,2,2024-03-28,2610,3072
5405,2493,2079,3,2024-08-08,1908,3037
5406,2242,2051,4,2024-01-03,6688,3095
5407,1436,2063,3,2024-02-21,5016,3027
5408,1732,2080,3,2024-03-14,1602,3013
5409,2169,2087,2,2024-05-04,3326,3006
5410,2865,2001,1,2024-07-06,1150,3065
5411,2301,2019,2,2024-07-09,3344,3030
5412,2778,2035,1,2024-03-05,1038,3075
5413,1060,2063,4,2024-02-21,4816,3052
5414,2634,2094,2,2024-08-22,1898,3041
5415,1843,2081,2,2024-08-05,2972,3095
5416,2399,2026,3,2024-03-16,3873,3080
5417,1404,2013,2,2024-05-21,3050,3015
5418,1881,2086,1,2024-03-29,530,3005
5419,2717,2023,2,2024-03-12,2200,3015
5420,2138,2097,2,2024-08-22,3582,3001
5421,2519,2091,4,2024-03-08,1088,3015
5422,1615,2035,1,2024-06-04,831,3100
5423,1336,2012,3,2024-07-17,4680,3060
5424,1831,2009,1,2024-05-17,1561,3048
5425,2593,2098,4,2024-04-24,5704,3054
5426,1285,2078,1,2024-02-26,871,3055
5427,1129,2067,1,2024-08-15,1887,3072
5428,2916,2044,2,2024-03-06,1898,3086
5429,1315,2061,2,2024-03-30,278,3027
5430,1960,2021,1,2024-02-19,1438,3098
5431,2622,2007,1,2024-01-14,476,3030
5432,2736,2097,3,2024-01-16,3690,3076
5433,1071,2099,4,2024-06-30,2544,3060
5434,1345,2011,2,2024-06-19,2252,3066
5435,2122,2045,2,2024-02-11,1272,3046
5436,2324,2032,2,2024-07-27,3872,3052
5437,1176,2086,2,2024-04-19,3246,3086
5438,2769,2083,1,2024-01-22,1237,3081
5439,1884,2036,1,2024-03-08,388,3035
5440,2099,2037,3,2024-01-19,1968,3042
5441,1143,2075,2,2024-03-06,3102,3056
5442,1931,2041,2,2024-06-15,3830,3045
5443,2047,2077,1,2024-03-13,1369,3052
5444,1181,2092,3,2024-05-26,3246,3023
5445,2069,2049,1,2024-05-23,722,3029
5446,2493,2015,2,2024-02-23,3872,3029
5447,1092,2013,2,2024-06-01,3610,3057
5448,2293,2053,4,2024-04-21,2264,3019
5449,1034,2033,4,2024-01-18,4788,3081
5450,1678,2072,4,2024-05-30,6240,3008
5451,2606,2032,3,2024-04-26,4989,3050
5452,2388,2048,1,2024-03-25,1404,3007
5453,2732,2068,2,2024-05-18,2972,3011
5454,2157,2057,2,2024-02-08,3582,3067
5455,1759,2062,3,2024-04-14,1656,3066
5456,1382,2082,2,2024-03-08,2972,3083
5457,2704,2087,2,2024-01-25,682,3028
5458,1966,2093,1,2024-07-09,1150,3056
5459,2301,2002,4,2024-08-11,7220,3028
5460,2180,2077,4,2024-06-06,7164,3089
5461,1387,2016,3,2024-06-21,3660,3075
5462,1535,2008,4,2024-05-02,6492,3040
5463,1200,2019,4,2024-08-05,2692,3002
5464,1275,2032,3,2024-04-30,3378,3076
5465,1501,2067,3,2024-03-01,5415,3061
5466,1459,2032,4,2024-04-09,1552,3076
5467,1050,2085,1,2024-02-20,1220,3025
5468,1970,2025,3,2024-04-07,3264,3095
5469,2722,2053,2,2024-05-16,2704,3054
5470,1988,2081,3,2024-07-22,4989,3017
5471,1532,2025,2,2024-01-02,544,3048
5472,2004,2033,3,2024-08-17,4002,3012
5473,1628,2031,3,2024-01-05,2367,3061
5474,2116,2036,4,2024-07-08,6088,3094
5475,2885,2087,4,2024-07-15,3508,3002
5476,2480,2089,4,2024-06-28,976,3080
5477,1339,2049,1,2024-03-26,1426,3065
5478,2077,2044,4,2024-05-12,6100,3052
5479,2520,2048,4,2024-07-05,6704,3034
5480,2659,2030,3,2024-03-08,1638,3045
5481,2877,2013,3,2024-01-09,399,3001
5482,2874,2043,1,2024-04-02,1663,3100
5483,2801,2093,2,2024-05-29,2076,3052
5484,1004,2016,3,2024-06-03,3120,3067
5485,2705,2091,3,2024-05-17,3264,3098
5486,1281,2026,2,2024-07-26,998,3076
5487,2314,2075,1,2024-08-21,1197,3056
5488,1073,2047,3,2024-05-04,924,3058
5489,2161,2037,4,2024-08-21,7524,3091
5490,2874,2003,1,2024-03-01,656,3050
5491,1768,2026,2,2024-02-20,2778,3025
5492,1971,2098,2,2024-01-10,3352,3012
5493,2677,2097,4,2024-05-13,5752,3097
5494,1998,2015,4,2024-03-02,5408,3073
5495,2417,2066,4,2024-04-22,2976,3065
5496,1208,2028,1,2024-05-12,1934,3056
5497,1260,2084,2,2024-05-01,1538,3050
5498,1930,2038,4,2024-07-16,5944,3087
5499,1263,2044,4,2024-07-09,3484,3028
5500,1783,2053,2,2024-05-02,1538,3003
5501,1505,2080,3,2024-07-02,1605,3038
5502,2574,2004,1,2024-07-05,1774,3064
5503,1203,2072,3,2024-03-03,3990,3054
5504,2760,2044,4,2024-04-20,7548,3036
5505,2371,2046,1,2024-03-29,1040,3044
5506,1052,2084,3,2024-07-05,5754,3044
5507,2617,2026,2,2024-02-20,952,3069
5508,2380,2096,4,2024-06-26,612,3093
5509,2747,2013,1,2024-05-11,1150,3053
5510,2543,2069,1,2024-04-13,1126,3013
5511,1363,2044,1,2024-05-02,534,3044
5512,1045,2053,1,2024-02-17,818,3004
5513,1827,2051,4,2024-02-01,612,3070
5514,2402,2013,4,2024-04-29,7744,3051
5515,1789,2041,2,2024-06-27,3120,3070
5516,2436,2011,2,2024-06-28,3836,3011
5517,1771,2037,2,2024-04-08,1272,3091
5518,1142,2060,3,2024-03-14,3450,3054
5519,2282,2032,2,2024-02-03,1636,3062
5520,1797,2045,4,2024-06-12,1088,3059
5521,2938,2018,3,2024-03-10,1428,3099
5522,1037,2093,4,2024-06-19,5752,3061
5523,2965,2079,3,2024-04-19,5016,3040
5524,1045,2020,2,2024-01-16,2176,3004
5525,1920,2044,2,2024-02-28,2852,3027
5526,2656,2036,2,2024-06-29,776,3016
5527,2070,2069,3,2024-01-19,1497,3082
5528,2676,2037,4,2024-08-13,2120,3007
5529,1565,2033,1,2024-08-04,499,3011
5530,1301,2082,4,2024-04-04,2544,3072
5531,1288,2019,2,2024-04-22,3056,3064
5532,1786,2051,3,2024-02-10,1023,3052
5533,1269,2032,3,2024-03-21,5016,3006
5534,2924,2022,2,2024-06-23,1444,3048
5535,1791,2001,3,2024-08-09,5745,3069
5536,2086,2054,2,2024-04-12,3120,3006
5537,2590,2089,4,2024-02-23,7736,3061
5538,2994,2020,3,2024-07-01,732,3066
5539,2975,2058,1,2024-04-04,736,3095
5540,1581,2035,3,2024-05-26,3915,3096
5541,2266,2070,2,2024-03-02,2408,3073
5542,1936,2070,1,2024-04-08,212,3079
5543,2806,2061,2,2024-04-02,2778,3085
5544,2788,2063,3,2024-07-05,3114,3053
5545,1354,2061,1,2024-03-05,1305,3028
5546,2820,2057,1,2024-03-08,1369,3091
5547,1968,2003,3,2024-01-28,3690,3005
5548,3000,2095,1,2024-01-18,1639,3081
5549,2887,2099,4,2024-01-26,5704,3058
5550,1071,2045,1,2024-04-13,153,3024
5551,1835,2015,1,2024-05-26,68,3031
5552,1413,2017,4,2024-02-24,7660,3099
5553,1612,2015,2,2024-04-28,998,3041
5554,2085,2005,2,2024-05-03,2300,3068
5555,1615,2086,4,2024-07-03,4600,3084
5556,2476,2046,1,2024-05-13,1220,3081
5557,2417,2011,3,2024-05-08,2814,3046
5558,2655,2064,4,2024-01-08,3080,3010
5559,1529,2092,3,2024-08-12,1224,3037
5560,2329,2014,2,2024-02-20,2460,3021
5561,1191,2039,4,2024-08-22,7184,3021
5562,2748,2067,3,2024-03-25,3450,3080
5563,1078,2055,1,2024-08-03,408,3097
5564,2582,2042,4,2024-01-25,5320,3010
5565,2629,2075,3,2024-06-23,2613,3082
5566,1889,2094,4,2024-07-01,5752,3097
5567,2549,2005,4,2024-07-10,7220,3093
5568,2764,2052,2,2024-08-22,488,3095
5569,2325,2022,2,2024-03-23,3120,3024
5570,1949,2077,1,2024-04-02,744,3012
5571,1017,2044,2,2024-04-26,2704,3020
5572,1815,2085,2,2024-05-17,952,3070
5573,2598,2059,2,2024-02-25,2460,3008
5574,1434,2025,3,2024-01-12,5028,3078
5575,2067,2021,4,2024-06-09,6492,3005
5576,2092,2092,2,2024-04-29,3774,3054
5577,2404,2064,3,2024-03-11,2493,3036
5578,1212,2068,4,2024-01-17,4920,3038
5579,1203,2093,2,2024-07-07,2300,3003
5580,1726,2047,2,2024-05-01,1352,3036
5581,1109,2035,4,2024-05-03,2976,3022
5582,1968,2087,3,2024-01-10,3450,3008
5583,1284,2007,3,2024-01-31,4107,3061
5584,1941,2056,1,2024-02-29,203,3078
5585,2961,2052,4,2024-03-10,6652,3007
